chr1	3017500	3017600	1.24420152477516	0.160963887128698	0.129371234421036
chr1	3018300	3018400	1.06082937698398	0.186395166608334	0.175707018161836
chr1	3020800	3020900	1.12645736726532	0.15099492520917	0.134044065578565
chr1	3037100	3037200	1.11707411340391	0.195752524077109	0.175236827823911
chr1	3055200	3055300	1.09094344297114	0.216942825232096	0.198857994545767
chr1	3061000	3061100	1.24206793862527	0.226779935620012	0.182582553311064
chr1	3084600	3084700	0.886799917055787	0.127915097923889	0.14424347078039
chr1	3095900	3096000	0.731046309668469	0.121414872865726	0.166083695738493
chr1	3107100	3107200	1.64473536758009	0.226336061965971	0.137612449046426
chr1	3110600	3110700	1.09837480157096	0.210246419337171	0.19141591653092
chr1	3111500	3111600	1.26445031044431	0.186442506699578	0.147449453062387
chr1	3124900	3125000	1.46605728106589	0.29027035847135	0.197993872558862
chr1	3160900	3161000	1.5511701701823	0.184368093495849	0.118857425858171
chr1	3164900	3165000	1.46246894531043	0.24586909144789	0.168119187922791
chr1	3167100	3167200	0.547233913975234	0.0983078444620679	0.17964501459337
chr1	3190900	3191000	1.03306846349575	0.173480399290388	0.167927301452371
chr1	3195200	3195300	1.04460662076096	0.201141593057983	0.192552477708267
chr1	3209000	3209100	1.19926438998656	0.143017898044173	0.11925468582101
chr1	3209100	3209200	1.12189186625966	0.207870728365942	0.185285885937452
chr1	3211000	3211100	1.50986630395341	0.209349140393729	0.138654091322902
chr1	3214500	3214600	1.51136133145915	0.238715921613806	0.157947617584828
chr1	3238200	3238300	1.36881179538711	0.233704294351983	0.170735155219707
chr1	3238300	3238400	1.58620451907389	0.2422031271431	0.15269350467146
chr1	3238800	3238900	0.940140599523145	0.0724508803689159	0.0770638778983315
chr1	3241800	3241900	1.31396576714157	0.233177277807485	0.177460694668434
chr1	3256600	3256700	1.44237127504832	0.265538815219443	0.184098796067987
chr1	3271300	3271400	0.492157917101773	0.0796240347777831	0.161785540800957
chr1	3275800	3275900	1.15920928009703	0.208466963717764	0.179835485530547
chr1	3278800	3278900	1.13962154359456	0.22528234278487	0.197681716400597
chr1	3284500	3284600	1.83689866640664	0.341425620737279	0.185870688994064
chr1	3286800	3286900	0.834410044766513	0.130121515155066	0.155944329734761
chr1	3289800	3289900	1.51175128209629	0.240706950459882	0.159223910249378
chr1	3291000	3291100	1.21974379293655	0.158462471014551	0.129914554131938
chr1	3308200	3308300	1.67568631623244	0.331336133713901	0.19773159839299
chr1	3308400	3308500	1.49406402152893	0.289632703717981	0.193855617660607
chr1	3309300	3309400	1.47046316061699	0.228406461663385	0.15532960483522
chr1	3312700	3312800	1.35835933325542	0.167307454938646	0.123168774890868
chr1	3321800	3321900	1.39019455392942	0.161993746482197	0.116525953884884
chr1	3323700	3323800	1.28003755516368	0.251228858432792	0.196266787188651
chr1	3333300	3333400	1.3180204466205	0.204192882220288	0.154923910887614
chr1	3341200	3341300	1.68930771043228	0.244535865463863	0.144755075676111
chr1	3362900	3363000	2.06839897309434	0.354113657267155	0.171201814482338
chr1	3368700	3368800	0.759182158121298	0.13906146754791	0.18317272878493
chr1	3383400	3383500	1.19995682809175	0.209562317450572	0.174641547549532
chr1	3384900	3385000	1.23809799249026	0.166853840029756	0.134766263285956
chr1	3387800	3387900	1.26925663340595	0.136836677421597	0.107808518640085
chr1	3388300	3388400	1.20028258099541	0.206748011211196	0.17224944732576
chr1	3389100	3389200	1.32612774676562	0.261707690795735	0.19734727022644
chr1	3390500	3390600	2.20867016114116	0.332122318759907	0.150372076647383
chr1	3393900	3394000	1.44452652856685	0.241068232367739	0.166883908049033
chr1	3402400	3402500	1.20144923936963	0.223282953662107	0.185844683525088
chr1	3405500	3405600	0.854676769954783	0.165080356554101	0.193149459956463
